country,iso3c,year,prevalence,iso2c,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
Brazil,BRA,2013,6960328.322,BR,15816.8004,204259377,14.931,10.3,Latin America & Caribbean,Upper middle income
Brazil,BRA,2014,7007235.839,BR,15951.22122,206077898,14.727,9.6,Latin America & Caribbean,Upper middle income
Brazil,BRA,2015,7066015.482,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,2016,7137358.834,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,2017,7221483.153,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1990,5629.499226,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1991,5775.176862,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1992,5927.465983,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1993,6091.03325,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1994,6263.168025,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1995,6454.108674,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1996,6659.503358,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1997,6864.8554,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1998,7074.064485,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,1999,7281.058507,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2000,7486.314147,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2001,7702.29464,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2002,7911.732112,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2003,8120.242746,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2004,8322.860077,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2005,8523.375042,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2006,8701.696412,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2007,8863.820147,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2008,9015.641459,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2009,9172.3138,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2010,9351.695965,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2011,9545.478458,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2012,9734.962398,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2013,9933.141635,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2014,10129.49116,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2015,10347.3174,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2016,10570.05467,NA,NA,NA,NA,NA,NA,NA
Brunei,BRN,2017,10796.43004,NA,NA,NA,NA,NA,NA,NA
Bulgaria,BGR,1990,281135.9884,BG,5402.669571,8718289,12.1,11.6,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1991,280851.1456,BG,5161.908875,8632367,11.1,11.9,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1992,280182.0721,BG,4948.480991,8540164,10.4,12.1,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1993,279412.0751,BG,5031.199903,8472313,10,12.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1994,278554.362,BG,5249.481131,8443591,9.4,12.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1995,277560.6307,BG,5536.851189,8406067,8.6,12.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1996,276073.9281,BG,5275.570265,8362826,8.6,12.3,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1997,273747.1563,BG,5404.800136,8312068,7.7,12.3,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1998,270953.8294,BG,6120.069653,8256786,7.9,12.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,1999,268380.8547,BG,5778.966624,8210624,8.8,11.8,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2000,266416.1316,BG,6344.336359,8170172,9,11.3,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2001,264577.3628,BG,6895.369912,8020282,8.5,10.8,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2002,262231.5399,BG,7760.335491,7868468,8.5,10.3,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2003,259727.9156,BG,8386.675063,7823557,8.6,9.8,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2004,257380.3504,BG,9155.589458,7781161,9,9.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2005,255269.1415,BG,10123.97384,7739900,9.2,8.6,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2006,253134.9236,BG,11440.90733,7699020,9.6,8.1,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2007,250530.9811,BG,13319.24372,7545338,10,7.7,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2008,248023.8161,BG,14934.77446,7492561,10.4,7.4,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2009,245491.9807,BG,14870.80541,7444443,10.9,7.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2010,243358.1426,BG,15084.32216,7395599,10.2,7.1,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2011,241382.0826,BG,15603.05166,7348328,9.6,6.8,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2012,239676.1637,BG,16097.83431,7305888,9.5,6.5,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2013,238439.4479,BG,16573.47034,7265115,9.2,6.2,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2014,237322.1758,BG,17207.59533,7223938,9.4,5.9,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2015,236384.56,NA,NA,NA,NA,NA,NA,NA
Bulgaria,BGR,2016,235416.1028,NA,NA,NA,NA,NA,NA,NA
Bulgaria,BGR,2017,234483.6983,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,1990,233650.9852,BF,530.7855756,8811033,47.417,46.3,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1991,237159.2471,BF,582.3961199,9050090,47.296,45.8,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1992,240919.6961,BF,581.194383,9297116,47.197,45.4,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1993,245044.1044,BF,599.1618033,9552473,47.109,45,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1994,249697.513,BF,603.2795925,9816586,47.026,44.6,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1995,255164.1336,BF,633.4325127,10089876,46.939,44.3,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1996,261061.8879,BF,696.5098128,10372809,46.843,44,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1997,267612.9137,BF,732.4923129,10665781,46.733,43.8,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1998,274843.1212,BF,772.5805971,10969093,46.603,43.5,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1999,282700.4063,BF,819.0421535,11283016,46.445,43,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2000,291164.1277,BF,829.0523864,11607944,46.256,42.4,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2001,300796.2716,BF,878.6072475,11943740,46.032,41.7,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2002,311684.5312,BF,904.6273875,12290984,45.776,40.8,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2003,323375.9761,BF,966.3056617,12651596,45.487,39.6,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2004,335391.9034,BF,1007.368261,13028039,45.162,38.3,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2005,347432.1889,BF,1096.688868,13421929,44.794,36.7,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2006,359010.0573,BF,1165.274265,13834195,44.375,35.2,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2007,371020.7147,BF,1225.850888,14264002,43.905,33.9,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2008,382969.7482,BF,1300.498069,14709011,43.389,32.7,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2009,395353.4859,BF,1308.546046,15165856,42.836,31.6,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2010,409100.7902,BF,1393.562721,15632066,42.261,30.4,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2011,423792.7625,BF,1470.435184,16106851,41.679,29.4,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2012,439708.7194,BF,1547.649372,16590813,41.105,28.6,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2013,456606.5787,BF,1583.161865,17084554,40.551,27.9,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2014,474626.6433,BF,1626.266913,17589198,40.025,27.2,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2015,494117.7413,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,2016,514598.549,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,2017,536754.2254,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1990,156062.6889,BI,678.1205632,5613141,49.925,42,Sub-Saharan Africa,Low income
Burundi,BDI,1991,159298.4947,BI,717.0176242,5759429,49.121,42.1,Sub-Saharan Africa,Low income
Burundi,BDI,1992,154217.8716,BI,723.7173334,5895131,48.224,42.1,Sub-Saharan Africa,Low income
Burundi,BDI,1993,157116.1022,BI,680.303455,6019901,47.287,42,Sub-Saharan Africa,Low income
Burundi,BDI,1994,167270.0017,BI,655.7380116,6134041,46.352,41.9,Sub-Saharan Africa,Low income
Burundi,BDI,1995,166099.0156,BI,606.0243611,6239030,45.463,41.7,Sub-Saharan Africa,Low income
Burundi,BDI,1996,163541.6553,BI,559.2600749,6333415,44.653,41.3,Sub-Saharan Africa,Low income
Burundi,BDI,1997,165208.5768,BI,552.2035397,6420397,43.939,40.9,Sub-Saharan Africa,Low income
Burundi,BDI,1998,169245.9823,BI,576.4927641,6511920,43.339,40.5,Sub-Saharan Africa,Low income
Burundi,BDI,1999,171585.5147,BI,569.6248028,6623707,42.874,39.9,Sub-Saharan Africa,Low income
Burundi,BDI,2000,174377.4749,BI,565.3579325,6767073,42.571,39.4,Sub-Saharan Africa,Low income
Burundi,BDI,2001,177389.7466,BI,574.8682608,6946720,42.451,38.9,Sub-Saharan Africa,Low income
Burundi,BDI,2002,180669.5936,BI,591.4940159,7159918,42.496,38.3,Sub-Saharan Africa,Low income
Burundi,BDI,2003,185285.4029,BI,576.4781864,7401215,42.675,37.7,Sub-Saharan Africa,Low income
Burundi,BDI,2004,190701.042,BI,599.8560986,7661613,42.956,36.9,Sub-Saharan Africa,Low income
Burundi,BDI,2005,196223.6954,BI,603.2655406,7934213,43.3,36,Sub-Saharan Africa,Low income
Burundi,BDI,2006,201851.1263,BI,632.6474358,8218070,43.662,35.2,Sub-Saharan Africa,Low income
Burundi,BDI,2007,207502.5154,BI,656.8677489,8514578,44,34.2,Sub-Saharan Africa,Low income
Burundi,BDI,2008,216297.0788,BI,679.0614557,8821795,44.276,33.3,Sub-Saharan Africa,Low income
Burundi,BDI,2009,225922.9969,BI,683.4686854,9137786,44.458,32.3,Sub-Saharan Africa,Low income
Burundi,BDI,2010,231084.1374,BI,693.4700034,9461117,44.53,31.7,Sub-Saharan Africa,Low income
Burundi,BDI,2011,236052.0362,BI,712.6704834,9790151,44.489,31,Sub-Saharan Africa,Low income
Burundi,BDI,2012,244250.1344,BI,730.0335656,10124572,44.358,30.4,Sub-Saharan Africa,Low income
Burundi,BDI,2013,252700.7393,BI,750.7058449,10465959,44.151,29.8,Sub-Saharan Africa,Low income
Burundi,BDI,2014,258608.1459,BI,772.6951222,10816860,43.867,29.3,Sub-Saharan Africa,Low income
Burundi,BDI,2015,263263.7093,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,2016,271090.694,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,2017,280877.6065,NA,NA,NA,NA,NA,NA,NA
Cambodia,KHM,1990,229767.2994,KH,NA,9008856,42.367,40.7,East Asia & Pacific,Low income
Cambodia,KHM,1991,237454.5901,KH,NA,9323607,40.656,40.3,East Asia & Pacific,Low income
Cambodia,KHM,1992,245142.0155,KH,NA,9659238,38.95,40,East Asia & Pacific,Low income
Cambodia,KHM,1993,253202.0878,KH,707.0803498,10007092,37.261,40,East Asia & Pacific,Low income
Cambodia,KHM,1994,260046.6263,KH,761.3493085,10355253,35.63,39.9,East Asia & Pacific,Low income
Cambodia,KHM,1995,266779.0439,KH,801.0642921,10694459,34.088,39.9,East Asia & Pacific,Low income
Cambodia,KHM,1996,273400.0904,KH,834.2719347,11022162,32.65,39.8,East Asia & Pacific,Low income
Cambodia,KHM,1997,280157.0244,KH,871.214874,11338733,31.315,39.5,East Asia & Pacific,Low income
Cambodia,KHM,1998,287651.787,KH,900.7307851,11641509,30.089,38.8,East Asia & Pacific,Low income
Cambodia,KHM,1999,295403.021,KH,998.8246051,11928306,28.992,37.6,East Asia & Pacific,Low income
Cambodia,KHM,2000,303527.4864,KH,1086.552577,12197905,28.06,36.1,East Asia & Pacific,Low income
Cambodia,KHM,2001,311249.5358,KH,1176.442768,12448881,27.327,34.2,East Asia & Pacific,Low income
Cambodia,KHM,2002,318937.5874,KH,1250.965446,12681984,26.793,32,East Asia & Pacific,Low income
Cambodia,KHM,2003,326948.7479,KH,1360.912011,12901217,26.44,30.1,East Asia & Pacific,Low income
Cambodia,KHM,2004,335220.7086,KH,1518.086216,13112334,26.24,28.3,East Asia & Pacific,Low income
Cambodia,KHM,2005,343494.867,KH,1746.878825,13320058,26.145,26.8,East Asia & Pacific,Low income
Cambodia,KHM,2006,352033.9602,KH,1964.211764,13525360,26.098,25.5,East Asia & Pacific,Low income
Cambodia,KHM,2007,360531.5267,KH,2189.504168,13728700,26.043,24.3,East Asia & Pacific,Low income
Cambodia,KHM,2008,369093.6741,KH,2346.803965,13933660,25.937,23.1,East Asia & Pacific,Low income
Cambodia,KHM,2009,377824.7944,KH,2331.425309,14144337,25.755,21.9,East Asia & Pacific,Low income
Cambodia,KHM,2010,386459.5306,KH,2462.45279,14363586,25.491,20.7,East Asia & Pacific,Low income
Cambodia,KHM,2011,395437.8603,KH,2648.650018,14593099,25.164,19.4,East Asia & Pacific,Low income
Cambodia,KHM,2012,404178.0828,KH,2846.657445,14832255,24.812,18.2,East Asia & Pacific,Low income
Cambodia,KHM,2013,413029.5262,KH,3058.668487,15078564,24.462,16.9,East Asia & Pacific,Low income
Cambodia,KHM,2014,421690.0087,KH,3274.560732,15328136,24.119,15.7,East Asia & Pacific,Low income
Cambodia,KHM,2015,430554.6755,NA,NA,NA,NA,NA,NA,NA
Cambodia,KHM,2016,439250.9118,NA,NA,NA,NA,NA,NA,NA
Cambodia,KHM,2017,448301.5029,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,1990,258280.9306,CM,1789.258373,12070359,44.673,40.7,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1991,267764.1739,CM,1726.901947,12430311,44.239,40.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1992,278012.4585,CM,1662.504905,12796739,43.786,40.4,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1993,288961.8747,CM,1522.742747,13169100,43.328,40.2,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1994,300446.6058,CM,1542.981123,13546823,42.882,40,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1995,312924.0772,CM,1595.122677,13929575,42.47,39.7,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1996,325957.0683,CM,1657.890457,14317191,42.109,39.3,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1997,339958.7747,CM,1728.458535,14709961,41.806,38.6,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1998,354822.3997,CM,1784.388818,15108630,41.558,37.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1999,370262.0144,CM,1836.001013,15514249,41.361,36.1,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2000,385837.5978,CM,1905.370959,15927713,41.203,34.7,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2001,401846.1974,CM,1984.237936,16349364,41.07,33.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2002,418553.3078,CM,2041.760122,16779434,40.938,32.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2003,435624.6028,CM,2111.164252,17218591,40.787,31.7,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2004,453254.2908,CM,2192.349746,17667576,40.604,31.1,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2005,471130.8009,CM,2256.197358,18126999,40.378,30.7,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2006,489428.1537,CM,2339.807259,18597109,40.104,30.2,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2007,508303.1164,CM,2417.748926,19078100,39.788,29.6,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2008,527587.6705,CM,2472.469533,19570418,39.439,29,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2009,547671.3959,CM,2475.605671,20074522,39.055,28.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2010,568312.8744,CM,2522.88181,20590666,38.64,28.1,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2011,590243.6236,CM,2614.495561,21119065,38.195,27.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2012,612469.2066,CM,2715.35411,21659488,37.724,26.9,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2013,635919.7552,CM,2840.743075,22211166,37.236,26.5,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2014,660626.281,CM,2983.08304,22773014,36.736,26.1,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2015,686086.3823,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,2016,712311.7607,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,2017,739628.9425,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,1990,1113244.965,CA,20084.57361,27791000,15,4.4,North America,High income: OECD
Canada,CAN,1991,1131245.014,CA,20041.94783,28171682,14.9,4.3,North America,High income: OECD
Canada,CAN,1992,1148547.423,CA,20429.74054,28519597,14.7,4.2,North America,High income: OECD
Canada,CAN,1993,1164445.263,CA,21233.31312,28833410,13.6,4.1,North America,High income: OECD
Canada,CAN,1994,1179984.978,CA,22448.02547,29111906,13.1,4.1,North America,High income: OECD
Canada,CAN,1995,1194885.47,CA,23340.83777,29354000,12.6,4.1,North America,High income: OECD
Canada,CAN,1996,1209584.566,CA,23888.30078,29671900,12,4,North America,High income: OECD
Canada,CAN,1997,1223888.361,CA,25070.67818,29987200,11.6,3.9,North America,High income: OECD
Canada,CAN,1998,1237691.366,CA,26106.63169,30247900,11.4,3.8,North America,High income: OECD
Canada,CAN,1999,1251486.936,CA,27656.67692,30499200,11.2,3.7,North America,High income: OECD
Canada,CAN,2000,1264345.086,CA,29187.51875,30769700,10.9,3.7,North America,High income: OECD
Canada,CAN,2001,1273643.813,CA,30086.5628,31081900,10.6,3.8,North America,High income: OECD
Canada,CAN,2002,1278053.559,CA,30851.31148,31362000,10.7,3.8,North America,High income: OECD
Canada,CAN,2003,1279966.319,CA,32186.22686,31676000,10.5,3.9,North America,High income: OECD
Canada,CAN,2004,1283447.241,CA,33752.21339,31995000,10.65,4,North America,High income: OECD
Canada,CAN,2005,1290817.183,CA,36134.60224,32312000,10.65,4,North America,High income: OECD
Canada,CAN,2006,1300665.306,CA,37956.81425,32570505,10.9,4,North America,High income: OECD
Canada,CAN,2007,1308937.622,CA,39417.53198,32887928,11.2,3.9,North America,High income: OECD
Canada,CAN,2008,1317823.099,CA,40277.61931,33245773,11.3,3.8,North America,High income: OECD
Canada,CAN,2009,1327585.962,CA,38746.25028,33628571,11.3,3.8,North America,High income: OECD
Canada,CAN,2010,1339777.736,CA,40069.47096,34005274,11.1,3.7,North America,High income: OECD
Canada,CAN,2011,1354038.12,CA,41565.27122,34342780,11,3.6,North America,High income: OECD
Canada,CAN,2012,1367975.35,CA,42143.96878,34751476,11,3.5,North America,High income: OECD
Canada,CAN,2013,1381335.474,CA,44281.26918,35155499,10.9,3.4,North America,High income: OECD
Canada,CAN,2014,1394733.328,CA,45025.02614,35543658,10.9,3.3,North America,High income: OECD
Canada,CAN,2015,1408679.852,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,2016,1423298.889,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,2017,1438911.334,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1990,9644.513376,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1991,9929.724634,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1992,10241.01098,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1993,10572.45148,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1994,10930.20815,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1995,11311.68417,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1996,11729.26124,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1997,12168.36833,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1998,12635.12346,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,1999,13107.58246,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2000,13557.968929999999,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2001,14012.84867,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2002,14468.39426,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2003,14933.55327,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2004,15373.86391,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2005,15784.67142,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2006,16181.08031,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2007,16552.82325,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2008,16915.31805,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2009,17283.46343,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2010,17648.47311,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2011,18033.23234,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2012,18417.16622,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2013,18799.40574,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2014,19183.60328,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2015,19568.83054,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2016,19954.17238,NA,NA,NA,NA,NA,NA,NA
Cape Verde,CPV,2017,20345.12553,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1990,1052579.054,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1991,1072599.678,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1992,1091208.09,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1993,1109268.429,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1994,1126348.116,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1995,1143023.971,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1996,1158395.661,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1997,1172171.668,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1998,1184806.304,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,1999,1197644.877,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2000,1211140.451,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2001,1224857.539,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2002,1238446.09,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2003,1252004.345,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2004,1265849.714,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2005,1280072.918,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2006,1294303.701,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2007,1307762.68,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2008,1321354.431,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2009,1335579.82,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2010,1348062.778,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2011,1361558.009,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2012,1377444.465,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2013,1393039.14,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2014,1407878.392,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2015,1422668.685,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2016,1436588.677,NA,NA,NA,NA,NA,NA,NA
Caribbean,NA,2017,1451174.541,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,1990,85475.76698,CF,609.533227,2937832,41.05,51.3,Sub-Saharan Africa,Low income
Central African Republic,CAF,1991,88233.47727,CF,611.1322004,3010950,40.748,51,Sub-Saharan Africa,Low income
Central African Republic,CAF,1992,91344.30939,CF,570.10366,3089141,40.492,50.6,Sub-Saharan Africa,Low income
Central African Republic,CAF,1993,94513.5801,CF,570.5335859,3170848,40.293,50.3,Sub-Saharan Africa,Low income
Central African Republic,CAF,1994,97227.624,CF,595.6625213,3253698,40.153,49.9,Sub-Saharan Africa,Low income
Central African Republic,CAF,1995,99880.39102,CF,635.8166701,3335840,40.059,49.7,Sub-Saharan Africa,Low income
Central African Republic,CAF,1996,102686.1792,CF,606.7355375,3417163,39.987,49.5,Sub-Saharan Africa,Low income
Central African Republic,CAF,1997,105734.2941,CF,634.8263635,3497910,39.903,49.3,Sub-Saharan Africa,Low income
Central African Republic,CAF,1998,108856.4234,CF,657.015655,3577028,39.776,49.2,Sub-Saharan Africa,Low income
Central African Republic,CAF,1999,112305.7259,CF,676.6546375,3653310,39.59,49.1,Sub-Saharan Africa,Low income
Central African Republic,CAF,2000,115108.1471,CF,661.6501937,3726048,39.325,49,Sub-Saharan Africa,Low income
Central African Republic,CAF,2001,117886.4515,CF,694.1575181,3794677,38.971,48.9,Sub-Saharan Africa,Low income
Central African Republic,CAF,2002,120872.11,CF,717.9844185,3859784,38.539,48.7,Sub-Saharan Africa,Low income
Central African Republic,CAF,2003,123394.8187,CF,681.5610845,3923294,38.049,48.5,Sub-Saharan Africa,Low income
Central African Republic,CAF,2004,126266.0204,CF,730.2605044,3987896,37.516,48.4,Sub-Saharan Africa,Low income
Central African Republic,CAF,2005,129054.8722,CF,747.9034771,4055608,36.97,48.1,Sub-Saharan Africa,Low income
Central African Republic,CAF,2006,131413.0551,CF,785.0939182,4127112,36.444,47.9,Sub-Saharan Africa,Low income
Central African Republic,CAF,2007,133565.3369,CF,828.0776533,4202104,35.962,47.8,Sub-Saharan Africa,Low income
Central African Republic,CAF,2008,136307.7168,CF,845.9024127,4280405,35.539,47.4,Sub-Saharan Africa,Low income
Central African Republic,CAF,2009,139682.847,CF,850.7776973,4361492,35.178,47,Sub-Saharan Africa,Low income
Central African Republic,CAF,2010,143494.6186,CF,870.7391642,4444973,34.873,46.4,Sub-Saharan Africa,Low income
Central African Republic,CAF,2011,147510.8469,CF,900.6397845,4530903,34.607,45.7,Sub-Saharan Africa,Low income
Central African Republic,CAF,2012,149876.2254,CF,925.7149449,4619500,34.349,44.9,Sub-Saharan Africa,Low income
Central African Republic,CAF,2013,148835.0088,CF,581.1246142,4710678,34.076,44.2,Sub-Saharan Africa,Low income
Central African Republic,CAF,2014,147919.698,CF,571.877458,4804316,33.774,43.3,Sub-Saharan Africa,Low income
